id,description,en,si,ta
form.field.label.NIDNetErr,,The request to the NID system was unsuccessful. Please try again with a better connection.,NID පද්ධතියට ඉල්ලීම සාර්ථකව නොවේ. ක්‍රියාත්මක සම්බන්ධයක් සහිත නැති නම් නැවත උත්සහා කරන්න.,NID அமைப்புக்கு கோரிக்கை வெற்றிகரமாக இல்லை. சிறந்த இணைப்புடன் மீண்டும் முயற்சி செய்க.
form.field.label.addFile,,Upload,උඩුගත කරන්න,பதிவேற்றுக
form.field.label.addressLine1,,Street / Lane,වීදිය / මාවත,தெரு / ஒழுங்கை
form.field.label.addressLine1RuralOption,,Village,ගමය,கிராமம்
form.field.label.addressLine1UrbanOption,,Street / Lane,වීදිය / මාවත,தெரு / ஒழுங்கை
form.field.label.addressLine2,,House Number / Name,නිවසේ අංකය / නම,வீட்டு எண் / பெயர்
form.field.label.addressLine2UrbanOption,,Street,වීදිය,தெரு
form.field.label.addressLine3,,Union / Municipality / Cantonment,එක්සන් / නගරය / කැන්ටෝන්මෙන්ට්,கூட்டமைப்பு / நகராட்சி / கேண்டமெண்ட்
form.field.label.admissionNumber,,Hospital Admission Number,රෝහල් ඇතුළත් කිරීමේ අංකය,மருத்துவமனை சேர்க்கை எண்
form.field.label.ageAtBirthOfChild,,Age as at the Date of Birth of Child,දරුවා උපන් වන විට වයස,குழந்தை பிறந்த தேதியின்படி வயது
form.field.label.ageOfBride,,Age of bride,මතුවාවේ වයස,மணமக்களின் வயது
form.field.label.ageOfDeceased,,Age of deceased,මියාසිකයාවේ වයසයි,இறந்தவரின் வயது
form.field.label.ageOfFather,,Age of father,පියාගේ වයස,அப்பாவின் வயது
form.field.label.ageOfGroom,,Age of groom,මගේ ගස් වයසයි,பருவம் மணமகனின் வயது
form.field.label.ageOfInformant,,Age of informant,නිවාඩුවේ වයස,தகவல் அறிக்கையாளரின் வயது
form.field.label.ageOfMother,,Age of mother,මව්න්ගේ වයසේ,தாயின் வயது
form.field.label.ageOfSpouse,,Age of spouse,සිහින්දාවේ වයස්,உறவினரின் வயது
form.field.label.app.certifyRecordTo.bride,,Print and issue to bride,මකා හා මතක කරන්න සහ මත්කුඩයට ලබා ගත හැකිය හැකි නිවාඩුවක් මෙම්බර්ගෙන්.,மணமகளுக்கு அச்சிடுக்கவும் அச்சிடுக்கவும்
form.field.label.app.certifyRecordTo.father,,Print and issue to father,පින්දට මුද්‍රණය කරන්න හා දැනුම් ලබාගන්න.,அப்பாவிற்கு அச்சிட்டு வெளியிடுக.
form.field.label.app.certifyRecordTo.groom,,Print and issue to groom,ගුPrint and issue to groom,Print and issue to groom
form.field.label.app.certifyRecordTo.informant,,Print and issue to informant ({informant}),දැනුම්දෙන පුද්ගලයාට මුද්‍රණය කර නිකුත් කරන්න ({informant}),தகவல் வழங்குபவருக்கு அச்சிட்டு வழங்கவும் ({informant})
form.field.label.app.certifyRecordTo.mother,,Print and issue to mother,මවට මුද්‍රණය කරන්න හා දැනුම් ලබාගන්න.,அம்மாவுக்கு அச்சிட்டு அச்சிட்டு வெளியிடுக.
form.field.label.app.phoneVerWarn,,Check with the informant that the mobile phone number you have entered is correct,ඔබ ඇතුලත් කරන දුරකථන අංකය නිවැරදි විවෘත වීමට පිළිබඳව ප්‍රස්ථාරය හදුනා ගන්න,தகவல் வழங்குநருடன் சரியான மொபைல் தொலைபேசி எண்ணை உள்ளிட்டுக் கொண்டு சரிபார்க்கவும்.
form.field.label.app.whoContDet.app,,Informant,සුදුසුදුරන්,அறியப்படும்
form.field.label.app.whoContDet.both,,Both Parents,දෙමල සහ පියානියන්,இரண்டு பெற்றோர்
form.field.label.app.whoContDet.brother,,Brother,මහත්මයා,சகோதரா
form.field.label.app.whoContDet.daughterInLaw,,Daughter in law,කිරිදිමේදින්නා,மருமகள்
form.field.label.app.whoContDet.father,,Father,පියාව,அப்பா
form.field.label.app.whoContDet.grandDaughter,,Granddaughter,සුදු දෙවියන්,பெரியம்மா
form.field.label.app.whoContDet.grandFather,,Grandfather,මහාමුල්ලා,தாத்தா
form.field.label.app.whoContDet.grandMother,,Grandmother,දායකින්,பாட்டி
form.field.label.app.whoContDet.grandSon,,Grandson,සුරැකියා,மகன்
form.field.label.app.whoContDet.greatGrandFather,,Great Grandfather,මහා සීයා,பெரிய தாத்தா
form.field.label.app.whoContDet.legalGuardian,,Legal guardian,වෛරස් ආධාරයා,சட்டமன்ற காப்புத்தொகை
form.field.label.app.whoContDet.mother,,Mother,මව,தாய்
form.field.label.app.whoContDet.other,,Other,අමතර,மற்றொரு
form.field.label.app.whoContDet.sister,,Sister,කහවල්ලා,சகோதரி
form.field.label.app.whoContDet.sonInLaw,,Son in law,කිරිමේ පුද්ගලයා,மருமகன்
form.field.label.app.whoContDet.spouse,,Spouse,සහෝයි,ஜீவனவாழ்க்கை
form.field.label.appCurrAddSameAsPerm,,Is informant's permanent address the same as their current address?,සොයාගැනීමේ දිනවල ලිපිනය ඔවුන්ගේ වර්ගය සම්පූර්ණ ලිපිනයට සමානයිද?,தகவல் வழக்காடுகின் நிரந்தர முகவரி அவரது தற்போதைய முகவரி போலவே உள்ளதா?
form.field.label.assignedResponsibilityProof,,Proof of assigned responsibility,පැවරුම් සහිතව පැවරුම් තොරතුරුක් ලබා ගැනීම,ஒதுக்கப்பட்ட பொருத்தம்
form.field.label.attBirthOtherParaPers,,Other paramedical personnel,වෙනත් පැරම්ඇල් පුද්ගලනයාගේ සහිතයන්,பிற பெரியவர்கள் மருத்துவமையம்
form.field.label.attendantAtBirth,,Attendant at birth,උපරිම සේවයක්,பிறப்பில் உதவியாள்
form.field.label.attendantAtBirthLayperson,,Layperson,ප්‍රායෝගිකයා,அரசியல் அல்லது சட்டப் பணிகளில் அனுபவம் இல்லாத நபர்
form.field.label.attendantAtBirthMidwife,,Midwife,මිඩ්වයිෆ්,மகப்பேறு செய்பவர்
form.field.label.attendantAtBirthNone,,None,කිසිවක් නොවේ,எதுவும்
form.field.label.attendantAtBirthNurse,,Nurse,නර්ස්,மருத்துவமனையில் வேலை செய்யும் வேலையாளர்
form.field.label.attendantAtBirthOther,,Other,අමතර,மற்றொரு
form.field.label.attendantAtBirthTraditionalBirthAttendant,,Traditional birth attendant,සාමාජික උපත් ප්‍රසූතිය,பாரம்பரிய பிறவிப் பரிசுப் பணியாளர்
form.field.label.birthLocation,,Hospital / Clinic,රෝහල / රෝහල්ගල,மருத்துவமனை / கிளினிக்
form.field.label.birthOrder,,Live birth order,සජීවී උපත් අනුපිළිවෙළ,பிறப்பு ஒழுங்கு
